79.402	0.00	79.456
79.402	0.25	79.467
79.402	0.50	79.477
79.402	0.75	79.575
79.402	1.00	79.585
79.402	1.25	79.628
79.402	1.50	79.647
79.402	1.75	80.075
79.402	2.00	80.156
79.402	2.25	80.372
79.402	2.50	80.802
79.402	2.75	81.499
79.402	3.00	82.525
79.402	3.25	83.906
79.402	3.50	85.976
79.402	3.75	88.046
79.402	4.00	90.345
79.402	4.25	93.245
79.402	4.50	96.565
79.402	4.75	100.110
79.402	5.00	103.976
79.402	5.25	107.806
79.402	5.50	112.254
79.402	5.75	117.463
79.402	6.00	120.829
79.402	6.25	125.545
79.402	6.50	130.545
79.402	6.75	134.974
79.402	7.00	139.890
80.688	0.00	80.736
80.688	0.25	80.745
80.688	0.50	80.785
80.688	0.75	80.791
80.688	1.00	80.825
80.688	1.25	81.122
80.688	1.50	81.159
80.688	1.75	81.245
80.688	2.00	81.418
80.688	2.25	81.864
80.688	2.50	82.756
80.688	2.75	84.267
80.688	3.00	86.341
80.688	3.25	89.247
80.688	3.50	92.945
80.688	3.75	97.330
80.688	4.00	103.115
80.688	4.25	108.189
80.688	4.50	114.898
80.688	4.75	122.115
80.688	5.00	129.675
80.688	5.25	137.883
80.688	5.50	146.435
80.688	5.75	155.445
80.688	6.00	164.976
80.688	6.25	174.535
80.688	6.50	182.876
80.688	6.75	191.923
80.688	7.00	201.566
81.638	0.00	81.689
81.638	0.25	81.697
81.638	0.50	81.702
81.638	0.75	81.720
81.638	1.00	81.725
81.638	1.25	81.736
81.638	1.50	81.745
81.638	1.75	81.802
81.638	2.00	81.986
81.638	2.25	82.422
81.638	2.50	83.301
81.638	2.75	84.643
81.638	3.00	86.765
81.638	3.25	89.473
81.638	3.50	92.678
81.638	3.75	97.328
81.638	4.00	102.566
81.638	4.25	108.234
81.638	4.50	114.350
81.638	4.75	121.863
81.638	5.00	129.989
81.638	5.25	138.867
81.638	5.50	146.987
81.638	5.75	156.434
81.638	6.00	165.535
81.638	6.25	174.920
81.638	6.50	184.876
81.638	6.75	194.739
81.638	7.00	204.854
82.135	0.00	82.185
82.135	0.25	82.196
82.135	0.50	82.207
82.135	0.75	82.229
82.135	1.00	82.246
82.135	1.25	82.232
82.135	1.50	82.264
82.135	1.75	82.322
82.135	2.00	82.502
82.135	2.25	82.956
82.135	2.50	83.828
82.135	2.75	85.322
82.135	3.00	87.425
82.135	3.25	90.265
82.135	3.50	93.798
82.135	3.75	98.343
82.135	4.00	103.455
82.135	4.25	109.456
82.135	4.50	116.115
82.135	4.75	123.673
82.135	5.00	131.784
82.135	5.25	139.877
82.135	5.50	148.924
82.135	5.75	157.988
82.135	6.00	167.234
82.135	6.25	176.876
82.135	6.50	187.843
82.135	6.75	197.234
82.135	7.00	206.178
82.549	0.00	82.602
82.549	0.25	82.596
82.549	0.50	82.592
82.549	0.75	82.615
82.549	1.00	82.638
82.549	1.25	82.646
82.549	1.50	82.667
82.549	1.75	82.705
82.549	2.00	82.882
82.549	2.25	83.337
82.549	2.50	84.228
82.549	2.75	85.667
82.549	3.00	87.765
82.549	3.25	90.772
82.549	3.50	94.376
82.549	3.75	99.110
82.549	4.00	104.210
82.549	4.25	110.123
82.549	4.50	116.876
82.549	4.75	124.345
82.549	5.00	132.565
82.549	5.25	141.233
82.549	5.50	149.465
82.549	5.75	158.655
82.549	6.00	167.988
82.549	6.25	177.243
82.549	6.50	187.123
82.549	6.75	197.145
82.549	7.00	207.243
82.816	0.00	82.838
82.816	0.25	82.840
82.816	0.50	82.843
82.816	0.75	82.848
82.816	1.00	82.845
82.816	1.25	82.854
82.816	1.50	82.845
82.816	1.75	82.894
82.816	2.00	83.056
82.816	2.25	83.532
82.816	2.50	84.442
82.816	2.75	85.937
82.816	3.00	88.144
82.816	3.25	91.090
82.816	3.50	94.854
82.816	3.75	99.245
82.816	4.00	104.767
82.816	4.25	111.109
82.816	4.50	118.654
82.816	4.75	125.878
82.816	5.00	133.767
82.816	5.25	142.402
82.816	5.50	151.335
82.816	5.75	160.545
82.816	6.00	170.243
82.816	6.25	180.446
82.816	6.50	190.677
82.816	6.75	200.767
82.816	7.00	211.233
83.002	0.00	83.030
83.002	0.25	83.042
83.002	0.50	83.038
83.002	0.75	83.043
83.002	1.00	83.048
83.002	1.25	83.057
83.002	1.50	83.068
83.002	1.75	83.112
83.002	2.00	83.310
83.002	2.25	83.837
83.002	2.50	84.767
83.002	2.75	86.265
83.002	3.00	88.618
83.002	3.25	91.607
83.002	3.50	95.777
83.002	3.75	100.247
83.002	4.00	105.776
83.002	4.25	111.876
83.002	4.50	119.243
83.002	4.75	127.234
83.002	5.00	135.123
83.002	5.25	143.677
83.002	5.50	152.788
83.002	5.75	161.956
83.002	6.00	171.527
83.002	6.25	182.104
83.002	6.50	192.667
83.002	6.75	202.873
83.002	7.00	213.245
