73.927	6.50	100.461	101.330
73.927	6.75	103.119	103.706
73.927	7.00	105.823	105.823
73.975	0.00	73.975	74.160
73.975	0.25	73.973	74.155
73.975	0.50	73.98	74.153
73.975	0.75	73.972	74.161
73.975	1.00	73.98	74.158
73.975	1.25	73.981	74.156
73.975	1.50	73.981	74.150
73.975	1.75	74.005	74.154
73.975	2.00	74.04	74.206
73.975	2.25	74.14	74.334
73.975	2.50	74.35	74.563
73.975	2.75	74.691	74.987
73.975	3.00	75.21	75.629
73.975	3.25	75.91	76.470
73.975	3.50	76.805	77.540
73.975	3.75	77.915	78.876
73.975	4.00	79.227	80.414
73.975	4.25	80.801	82.105
73.975	4.50	82.549	84.066
73.975	4.75	84.405	86.116
73.975	5.00	86.529	88.295
73.975	5.25	88.778	90.641
73.975	5.50	91.225	92.920
73.975	5.75	93.687	95.399
73.975	6.00	96.337	97.927
73.975	6.25	99.087	100.246
73.975	6.50	101.928	102.687
73.975	6.75	104.474	104.946
73.975	7.00	107.323	107.323

