70.135	0.00	70.135	70.615
70.135	0.25	70.161	70.615
70.135	0.50	70.176	70.615
70.135	0.75	70.176	70.625
70.135	1.00	70.195	70.619
70.135	1.25	70.205	70.620
70.135	1.50	70.267	70.615
70.135	1.75	70.285	70.625
70.135	2.00	70.376	70.719
70.135	2.25	70.57	70.930
70.135	2.50	70.953	71.383
70.135	2.75	71.579	72.185
70.135	3.00	72.541	73.320
70.135	3.25	73.815	74.749
70.135	3.50	75.785	76.802
70.135	3.75	77.654	79.244
70.135	4.00	80.115	82.146
70.135	4.25	83.36	85.350
70.135	4.50	86.71	89.007
70.135	4.75	90.215	92.856
70.135	5.00	94.356	97.002
70.135	5.25	98.672	101.497
70.135	5.50	103.355	105.882
70.135	5.75	108.235	110.670
70.135	6.00	113.425	115.470
70.135	6.25	118.425	120.333
70.135	6.50	123.775	125.255
70.135	6.75	129.13	129.676
70.135	7.00	134.585	134.585
70.742	0.00	70.742	71.472
70.742	0.25	70.783	71.458
70.742	0.50	70.798	71.440
70.742	0.75	70.805	71.432
70.742	1.00	70.81	71.407
70.742	1.25	70.812	71.399
70.742	1.50	70.814	71.386
70.742	1.75	70.84	71.393
70.742	2.00	70.933	71.482
70.742	2.25	71.205	71.726
70.742	2.50	71.496	72.208
70.742	2.75	72.082	72.930
70.742	3.00	73.076	74.169
70.742	3.25	74.393	75.743
70.742	3.50	76.056	77.850
70.742	3.75	78.234	80.274
70.742	4.00	80.676	83.419
70.742	4.25	83.625	86.607
70.742	4.50	87.105	90.302
70.742	4.75	90.81	94.368
70.742	5.00	94.956	98.654
70.742	5.25	99.245	103.120
70.742	5.50	103.873	107.719
70.742	5.75	108.676	112.386
70.742	6.00	113.876	117.056
70.742	6.25	118.576	121.676
70.742	6.50	124.125	125.229
70.742	6.75	129.876	130.796
70.742	7.00	135.918	135.918
71.595	0.00	71.595	72.217
71.595	0.25	71.602	72.215
71.595	0.50	71.606	72.208
71.595	0.75	71.64	72.218
71.595	1.00	71.663	72.212
71.595	1.25	71.67	72.199
71.595	1.50	71.675	72.189
71.595	1.75	71.705	72.245
71.595	2.00	71.807	72.283
